article,first main,first talk,reason,comment
Nine Lives (Deuce album),20111224180532,20111117225850,unknown,
Nine Mile (disambiguation),20080604143645,20080420200235,unknown,
Nine in the Afternoon,20080112063911,20071114051237,split from Nine In The Afternoon,
Ninetails (disambiguation),20090610181547,20080727024343,unknown,
Nintendo World Championship,20070419160756,20060415004425,unknown,
Nios (disambiguation),20070531180836,20070117142428,unknown,
"Nipawin, Saskatchewan",20140501045419,20070706072539,unknown,
Nippes Department,20160318023451,20061215063629,unknown,
Nirajul Mic River (Câmpu Cetății),20100621174148,20080407121736,unknown,
Nirmal Ranjith Dewasiri,20110111050636,20101204001747,unknown,
Nirmalayam,20100922185020,20091020105352,unknown,
Nirmalyam,20091020105314,20090603065513,unknown,
Nishant (name),20140214102811,20130718144619,unknown,
Nishi-kasai Station,20080501070903,20070707163945,unknown,
Nishikant Kamat,20091217090125,20080117110530,unknown,
Nisi (disambiguation),20140621114948,20080625122544,unknown,
Nisibis (disambiguation),20151203105549,20071223111303,unknown,
Nissan 240Z,20070730094614,20060131140446,unknown,
Nissan Fairlady Z (series),20100327181859,20100112024356,unknown,
Nissan March Turbo,20060617184949,20060526102733,unknown,
Nissan Pao,20060416181241,20060405130054,unknown,
Nissan Stadium (Yokohama),20100617054151,20090210040936,unknown,
Nistru river,20071217152632,20050223234310,unknown,
Nithiin,20090311004024,20060822133603,unknown,
Nitrosoproline,20050331212932,20050330180346,unknown,
"Niuhuru, the Empress Xiao Zhen Xian",20061005012930,20051212070837,unknown,
Niva international school,20110509073612,20110424001813,copyright,[[WP:CSD#G12|G12]]: Blatant [[WP:C|copyright infringement]]
Nizam-ul-Mulk,20111104134610,20111027233457,unknown,
Nizamiyya,20110711144404,20071023101113,unknown,
Niño Valdés,20061229195844,20060615222455,unknown,
Nkechi Justina Nwaogu,20090915023744,20080117110622,unknown,
No (disambiguation),20090120230116,20080313215651,unknown,
No (word),20070907140152,20050405192558,unknown,
No Gravity (Shontelle album),20100722003942,20100321224402,unknown,
No Name,20050415192151,20041128162007,unknown,
No Pussyfooting,20080612070027,20051207112053,unknown,
No Small Affair,20061230154532,20061022153924,unknown,
No Sweat (album),20110112033427,20091227170022,unknown,
No Tomorrow,20160531214011,20060310204605,unknown,
No Tomorrow (disambiguation),20160608115619,20160531215944,unknown,
"No Woman, No Cry",20040817224941,20031021062722,unknown,
No man's land,20040917221125,20040906233230,unknown,
No motiv,20060704195117,20051101074826,unknown,
No. 107 Squadron RAF,20100101121911,20091215051041,unknown,
No. 119 Squadron RAF,20060222212206,20050723165432,unknown,
No. 40 Squadron SAAF,20111010135247,20090110001414,unknown,
No. 485 Squadron RNZAF,20131025054037,20070113031237,unknown,
No. 50 Squadron RAF,20110216191413,20070813124854,copyright,[[WP:CSD#G6|G6]]: Housekeeping and routine (non-controversial) cleanup: Deletion to allow recreation without copyvio in history
No. 54 Squadron RAF,20041018225910,20040907133028,unknown,
No. 9 Air Experience Flight RAF,20140731000335,20140729081135,unknown,
No. LIV Squadron RAF,20081029114124,20060730125203,unknown,
NoMa – Gallaudet U Station,20150128094433,20120503130719,unknown,
Noah (2014 film),20120724191525,20060709015453,unknown,
Noakhali Science and Technology University,20070626020359,20070615194832,unknown,
Noal Zaher Shah,20170129020800,20170117084229,unknown,
Noarlunga Centre Interchange,20060614131955,20051004142012,unknown,
Noarlunga Centre railway line,20140313122424,20060713034228,unknown,
Noarlunga United Bulldogs,20061011130452,20060909053415,unknown,
Nobel Banquet,20141011174853,20100511115536,unknown,
Nobel Prize,20011023191211,20011016022751,great oops,
Nobelfesten,20141020180952,20141011175245,unknown,
"Noble County Courthouse (Caldwell, Ohio)",20121112210205,20100917155622,unknown,
Nobody's Home (disambiguation),20090517011126,20081127035300,unknown,
Nochiya tribe,20060416002304,20060121131901,unknown,
Nocturnal wonderlanD,20100423151409,20100422023119,unknown,
Noel,20070110082732,20041229233238,unknown,
Noel (disambiguation),20120315155002,20110405054835,unknown,
Noel Hudson,20070914204309,20060919173852,unknown,
Noel betowski,20140712143112,20060919041003,unknown,
Noelle Bush,20151114042907,20050725020139,unknown,
Noh Byung-Joon,20130416154203,20080712013834,unknown,
NoisePunk,20070117213601,20070111233330,unknown,
Nokia N-series,20060522081331,20060322091737,unknown,
Nokia N73,20061119150954,20060825143856,copyright (move from Nokia N73/Temp),replacing copyvio
"Nollamara, Western Australia",20161013132216,20161011115000,unknown,
Nollie (skateboarding trick),20110129092017,20100126234138,unknown,
Nomacorc,20101108194715,20100830153850,unknown,
Nomanul Haq,20161218105954,20100708021024,unknown,
Non sequitur (disambiguation),20101201213525,20050617071231,unknown,
Non sequitur (rhetoric),20070926194437,20051118000138,unknown,
Non-ionising radiation,20061121223626,20050620155119,unknown,
Non-nude photography,20100225164253,20080815084514,unknown,
Non-official cover,20040721224257,20040618161043,unknown,
Non-renewable resources,20080830225014,20080401171000,unknown,
Noncommutative algebraic geometry,20091219205552,20091010021825,unknown,
Nonstop (band),20060409165341,20060408155328,unknown,
Noor (soap opera),20081015130457,20080729042221,unknown,
Noor Hussain Al-Malki,20160617100416,20120827194910,unknown,
"Noosaville, Queensland",20061215042759,20060829042158,copyright,CSD A8
Nor'easter (American Horror Story: Asylum),20130103140027,20121026182728,unknown,
Nora Wall,20090826230630,20090823174109,unknown,
Noraega neureosseo,20150201105223,20140107022424,unknown,
Norashen (disambiguation),20150717094336,20080601044637,unknown,
Norda-MG.Kvis Vega,20160110173448,20150317194233,unknown,
"Nordend, Frankfurt",20120729201933,20070303124656,unknown,
Nordeste (Azores),20151109225213,20070604194937,unknown,
Nordic blading,20060326130616,20060325043525,unknown,
Noreen Hay,20070207014649,20060917135832,unknown,
Noriyoshi Oba,20100222181933,20090713144731,unknown,
Norizan Bakar,20070710070325,20061027195831,unknown,
Normal Bob Smith,20061120184348,20061114131142,unknown,
Norman Hunter,20081007073156,20081006072725,unknown,
Norman Jaffe,20100301072222,20070826021848,unknown,
Norman Palmer (archbishop of Melanesia),20151105023005,20100918193255,unknown,
Norman Shaw,20160724061640,20050901155433,unknown,
Normandy Campaign (disambiguation),20080212030148,20071019213849,unknown,
Norrköping,20040926155914,20031020141653,unknown,
Norte de Santander department,20140126120658,20061024151140,unknown,
North American Plant Collections Consortium,20160317122434,20120501223143,unknown,
North American Tour 2009,20120310060144,20100217064554,unknown,
North American YF-95,20081112195618,20060920211742,unknown,
North American cougar,20060410184553,20060321191237,unknown,
North American dragon,20051110004917,20051010205740,unknown,
North Atlantic Deep Water,20010807134712,20010803202756,great oops,
North Attleboro Middle School,20080509175253,20070602051908,unknown,
North Bangkok College F.C.,20161003114629,20100224054008,unknown,
"North Beaver Township., Pennsylvania",20071127154812,20070526211409,unknown,
"North Bibb, Alabama",20080808125658,20030728002507,unknown,
North Brink Brewery,20060701144351,20060623152744,unknown,
North Carolina State Highway Patrol,20061115031146,20061020001256,unknown,
North Carolina attorney general,20080324055122,20080314021115,unknown,
North Carolina in the American Civil War,20060826045128,20060824004426,unknown,
North Circular Road (Dublin),20121213153943,20081225140106,unknown,
North Dakota Fighting Sioux softball,20130215134926,20070830001047,unknown,
North Dakota Fighting Sioux women's ice hockey,20130120201940,20120121170138,unknown,
North Eastern Province (Sri Lanka),20111230082715,20100115114555,unknown,
"North Eastern Province, Kenya",20160331071216,20100115111806,unknown,
North Florida Council,20081030025604,20071213185238,unknown,
North Florida Ospreys men's basketball,20110920210419,20110818195946,unknown,
North Gardner Mountain,20070807225350,20070412104401,unknown,
North German plain,20100110062007,20080627063029,unknown,
"North Hamilton Elementary School (Jennings, Florida)",20170408085614,20080119174332,unknown,
"North Haven, Connecticut",20040316052749,20031114214534,unknown,
North Hollywood Shootout,20080704090520,20080630164316,unknown,
North Island broad-billed Moa,20090406201426,20090307070626,unknown,
"North Island, Alaska",20141118061121,20140721175247,unknown,
North Killiney,20070505225833,20070314115628,unknown,
North Korea in 2013,20150924144026,20150518144840,unknown,
North Korean (disambiguation),20170209231725,20081127043304,unknown,
North Mangyan language,20120617070725,20090317151254,unknown,
North Mbundu language,20121009225425,20070803170634,unknown,
North Point Lighthouse,20140903203632,20080405172651,unknown,
"North Region, Cameroon",20140318001457,20090227205038,unknown,
North Shore Bus Company,20070203003615,20070127162954,unknown,
North South Railway (Saudi Arabia),20150928071906,20101018011027,unknown,
North West Coast,20130319125956,20100207042211,unknown,
North Woods Law (TV series),20150726160923,20130507163213,unknown,
North american union,20070930130300,20070804232733,unknown,
North and Middle Littleton,20090916195323,20090418132537,unknown,
North and West London Light Railway (proposal),20111030221746,20090827200634,unknown,
North woods,20150726214551,20100309114950,unknown,
Northampton & Lamport Railway,20090531054716,20050415002620,unknown,
Northampton Greyfriars bus station,20140120164457,20110726224302,unknown,
Northeast District (Botswana),20100115152810,20080124173951,unknown,
"Northeast Region, Singapore",20100115154049,20061121143229,unknown,
"Northeast, Minneapolis",20060901053425,20050425021447,unknown,
Northeastern Province (Kenya),20100115153917,20060313130322,unknown,
"Northeastern Province, Sri Lanka",20100115153504,20070726205052,unknown,
Northern America (North America),20071130040459,20050326034704,unknown,
Northern District Times,20070608014604,20070224170249,unknown,
Northern Giraffe,20160910044827,20090301185316,unknown,
Northern Harrier,20120410165520,20061208015204,unknown,
Northern Melbourne Institute of TAFE,20141209021639,20060226054025,unknown,
Northern Rhodesian African National Congress,20151214175229,20080202075949,unknown,
Northern Somali sultanates,20060630105342,20050303195519,unknown,
Northern Spirit FC,20140817172407,20060829132604,unknown,
Northern hemisphere,20070825171132,20060726182137,unknown,
Northern moon snail,20110417152155,20070302010011,unknown,
Northern three-striped opossum,20060905210925,20060904135618,unknown,
Northrop Grumman Shipbuilding,20110402095815,20110331191831,unknown,
"Northway Mall (Ross Township, PA)",20110205230216,20070422042952,unknown,
Northwind (disambiguation),20091111200048,20081127050155,unknown,
Norway in the Eurovision Song Contest 2013,20120927165539,20120613130854,unknown,
Norway – United States relations,20111108211858,20080228013323,unknown,
Norway's Bandy Association,20140212092953,20080806000118,unknown,
Norwegian Bliss,20160314083411,20160126110738,unknown,
Norwegian Bliss (cruise ship),20161108202554,20160322142002,unknown,
Norwegian Union of Military Officers,20150423151710,20140827114744,unknown,
Norwegian monarchy,20080709010253,20060221233300,unknown,
Norwegian people,20110304104252,20091227160616,unknown,
"Norwich School, Norwich",20070304131535,20050615204257,copyright,"copyvio, listed since Feb 2, 2005. content was: '{{copyvio|url=http://www.norwich-school.org.uk/information/heritage.html}}'"
Norwin School District,20060730195952,20060712205227,unknown,
Noshad Alamian,20100103143817,20090122104548,unknown,
Nostradamus,20010925050602,20010912223018,great oops,
Not Born to Be Gladiators,20160201121529,20130929122857,unknown,
Not sold in stores,20080709032812,20080624191342,unknown,
Not the Brady's,20080307042534,20080228084815,unknown,
"Notable people at University of California, Riverside",20081130234155,20080522184529,unknown,
"Notable people from Providence, Rhode Island",20081130220101,20060801203455,unknown,
Nothing Comes For Free (EP),20060723180120,20060609162653,unknown,
Nothing Gold Can Stay,20051121234247,20041211010958,unknown,
Nothing and Nobody,20161007162410,20140426092455,unknown,
"Notre Dame Academy (Los Angeles, California)",20070213035530,20061022194455,unknown,
"Notre Dame Academy and Notre Dame High School (Hamilton, Ohio)",20081018141902,20070722194915,unknown,
Notropis girardi,20170425020207,20120819135830,unknown,
Nottingham Open,20080106201643,20070331091427,unknown,
Noughts & Crosses Trilogy,20080410181124,20080313193513,unknown,
Nouveaux essais sur l'entendement humain,20070514060413,20050514110821,unknown,
"November 19, 2004 disturbance at The Palace of Auburn Hills",20050418035841,20041121003732,unknown,
November 2005 in Malaysia and Singapore,20051101082830,20050901145544,unknown,
Novi Grad (town),20160928033045,20061215031826,unknown,
Novi Herlina,20160729024940,20160705100042,unknown,
Now 55,20140110074601,20100728184451,unknown,
Now Edge of Tomorrow (film),20170101224256,20120926125410,unknown,
Now TV (Hong Kong TV channel),20090813105938,20090725123343,unknown,
Now That's What I Call Music 39 (N.Z. series),20120711203037,20120527040943,unknown,
Now That's What I Call Music! 24 (UK. series),20081103191534,20060601183622,unknown,
Now That's What I Call Music! 29 (U.S. series),20081007173141,20080716205426,unknown,
Now That's What I Call Music! 67 (UK series),20070412203127,20070402155930,unknown,
Now That's What I Call Music! 86 (UK series),20130910231808,20130907082518,unknown,
Now What? World Tour,20121106183929,20090728172756,unknown,
Now and Forever,20071224034416,20070130112834,copyright,Created by banned copyright-infringing user
"Now, there Was a Song!",20061223195659,20050722155036,unknown,
Nowhere to Run (Martha and the Vandellas song),20121015045714,20060722182011,unknown,
Nowshera,20110204194411,20070311135521,unknown,
"Noël, Countess of Rothes",20161015163406,20070826023117,unknown,
Noösphere,20090403145748,20080624140434,unknown,
Nth Man (comics),20110306202204,20071006002038,unknown,
Ntv7,20130111135110,20130103183600,unknown,
Nuances,20090624042029,20090620095221,unknown,
Nuclear demolition,20090302054016,20090226194021,unknown,
Nucleon pair breaking,20100627105243,20080928011353,unknown,
Nucleonik,20101129073842,20091212130731,unknown,
Nucleoside-triphosphate-adenylate kinase,20110321075058,20071212223839,unknown,
Nucleus Organization,20160510230610,20160508233819,unknown,
Nucleus raphes obscurus,20130604162014,20100130233122,unknown,
"Nudge: Improving Decisions about Health, Wealth, and Happiness",20140424023211,20091208054840,unknown,
Nudgee Cemetery,20150102061507,20141110074550,unknown,
Nudism,20060325111234,20040111200649,unknown,
Nuestra Belleza México 2015,20160315025502,20150622232711,unknown,
Nueva Colombia,20101106115833,20101017172934,unknown,
Nueva Rocafuerte,20110529192616,20101008044320,unknown,
Nugent,20110818022350,20081127054751,unknown,
Nugent-RajanBabu reagent,20170424105641,20170422081828,unknown,
Nula Conwell,20060213214441,20051210103550,unknown,
Null-result,20030708024853,20030707002450,unknown,
Number (music),20130211222841,20071105031530,unknown,
Number Three (Battlestar Galactica),20060820012956,20060802212827,unknown,
Number-one albums of 1987 (USA),20061028144607,20060825015440,unknown,
Number-one dance hits of 2000 (Ireland),20120125200127,20061208201208,unknown,
Number-one hits of 1957 (Germany),20151231215243,20141219211354,unknown,
Number-one hits of 1964 (Germany),20151230051643,20141219211401,unknown,
Number-one hits of 1965 (Germany),20151230053152,20141219211402,unknown,
Number-one hits of 1966 (Germany),20151230053449,20141219211404,unknown,
Number-one hits of 1979 (Germany),20151230053729,20141219211418,unknown,
Number-one hits of 1983 (Germany),20140911213427,20120415201055,unknown,
Number-one hits of 1986 (Germany),20151230102305,20141219211420,unknown,
Number-one hits of 1987 (Germany),20151230102315,20141219211422,unknown,
Number-one hits of 1989 (Germany),20151230102322,20141219211424,unknown,
Number-one hits of 1993 (Germany),20140911213554,20140909163624,unknown,
Number-one singles of 1962 (Ireland),20120125192835,20070321010304,unknown,
Number-one singles of 1965 (Ireland),20120125192959,20070321010327,unknown,
Number-one singles of 1966 (Ireland),20120125193047,20070321010333,unknown,
Number-one singles of 1975 (Ireland),20120125193251,20070321010455,unknown,
Number-one singles of 1978 (Ireland),20120125193528,20081001083852,unknown,
Number-one singles of 1979 (Ireland),20120125193758,20081001083906,unknown,
Number-one singles of 1987 (Ireland),20120125194005,20081001084022,unknown,
Number-one singles of 1989 (Ireland),20120125194119,20081001084044,unknown,
Number-one singles of 1993 (Ireland),20120125194756,20081001084201,unknown,
Numbuh 86 (Codename: Kids Next Door),20070317125942,20070203190424,unknown,
Numerology,20010926030157,20010918023104,great oops,
Numpad,20070130233644,20050923221456,unknown,
Nuncomar (Maharaja Nandakumar of Bengal),20090825175343,20070308204318,unknown,
Nur wer die Sehnsucht kennt,20081012025717,20070309235500,unknown,
Nuremberg,20011031020902,20011025224324,great oops,
Nuria Juncosa,20040822133005,20040404183909,unknown,
Nurikabe (folklore),20130911032852,20070111015721,unknown,
Nurse (band),20050928220316,20050416230018,unknown,
Nurse practitioner,20051006201625,20050907034315,unknown,
Nurse rostering problem,20140321200416,20140320164727,unknown,
Nurul Islam Farooqi murder case,20160908103457,20160904081203,unknown,
Nutrition science,20050205164244,20031118170959,unknown,
Nyali Bridge,20080703151334,20080511194822,unknown,
Nyassa Company,20121205165454,20070318131237,unknown,
Nycomed Holdings A/S,20071101161640,20070924105115,unknown,
Nydalen,20060402182938,20060327233811,unknown,
Nykomb Synergetics Development AB,20090214105808,20090201070614,unknown,
Nymphoides peltatum,20170108101206,20071110213905,unknown,
Näqi İsänbät,20070717112616,20070705184216,unknown,
Néné (Cape Verdean footballer),20090924223205,20061209093711,unknown,
O RLY,20051013022557,20050825063502,split from O rly,
O'Brien dynasty,20090717204325,20070426130718,unknown,
O'Gorman High School,20070503221534,20070222225426,unknown,
O'Higgins family,20110414142256,20110126041026,unknown,
O'Loughlin,20140129231656,20110416205027,unknown,
O'Shaughnessy Dam,20130522042503,20050319202938,unknown,
O-Train,20150728003929,20150708062719,unknown,
O-minimality,20071123190518,20061012183259,unknown,
O-succinylbenzoate-CoA ligase,20110321075110,20071117101932,unknown,
O. Comeaux High School,20070402060300,20060713133520,unknown,
O. Henry Playhouse,20160328205827,20091120040610,unknown,
O.S.T.,20070206015248,20050827205554,unknown,
OAG,20060612203505,20060125232953,copyright,content was: ''''OAG''' is an acronym for [[open angle glaucoma]].{{copyvio|url=http://www.aaco.org/partners.asp}}'
OCILLA details,20040622032853,20030512213943,unknown,
OE ligature,20050628062954,20030318030759,unknown,
OECD Guidelines for Multinational Enterprises,20060905090158,20060626120152,copyright,[[WP:CSD|CSD A8]] -- content was: '{{db|This copyright violation was identified more than 7 days ago and has had no claim of permission or ownership. All or nearly all of it is an ident...'
OFK Bačka,20170330194801,20161226014851,unknown,
OGC-3,20161013112242,20070224165100,unknown,
OKS (disambiguation),20100610161101,20081127061501,unknown,
OKT3,20091018080701,20070301224223,unknown,
OKW,20051115091700,20051101201133,unknown,
OMF International,20050916213322,20050804161702,unknown,
OMG (Usher song),20100408132316,20100311053734,unknown,
OMX Iceland 15,20071024125830,20070417154953,unknown,
OPCAT,20080731104339,20080108040750,unknown,
OPX2 (software),20080521134507,20050815032743,unknown,
OQL,20060331161447,20060316174139,copyright,content was: '{{copyvio|url=http://www.cisco.com/univercd/cc/td/doc/product/rtrmgmt/cw2k4mw/mwfm/mwfm201/mwfmtop/33oql.htm}}'
OR&L,20050303061950,20050302035832,unknown,
OREDA,20150911050644,20150909133427,copyright,[[WP:CSD#G12|G12]]: Unambiguous [[Wikipedia:Copyrights|copyright infringement]] of http://www.oreda.com/about-us/
ORP Warszawa (disambiguation),20100923080023,20080104184827,unknown,
ORY,20150404050633,20131226194754,unknown,
OS Advocacy,20010906171350,20010728111738,great oops,
OSCA (association),20070814070031,20050520193910,unknown,
OSRIC,20070411061125,20070219195637,unknown,
Oak Bay High School,20101115032124,20070202070013,unknown,
"Oak Grove School (Jharipani, Mussoorie)",20170125044907,20060529155345,unknown,
"Oak Hills High School (Green Township, Hamilton County, Ohio)",20091214171510,20051102142817,unknown,
Oakwood–Vaughan,20100510230010,20070806091741,unknown,
Oberhasli (goat),20140604125401,20070702225756,unknown,
Oberon Zell Ravenheart,20060520034811,20060130224026,unknown,
Obesity in children,20060920050007,20060906171952,unknown,
Obj,20110225212713,20080801213353,unknown,
Object-oriented design,20060725142304,20060615024926,unknown,
Objection (law),20070605024551,20070215014935,copyright,"Speedy deleted per ([[WP:CSD#g12|CSD g12]]), was a blatant copyright infringement."
Objection!,20060804063713,20060727093916,unknown,
Obliterate,20060128180101,20060125111733,unknown,
Obsidius (kaiju),20070711191409,20070414233736,unknown,
Occident (disambiguation),20070718191415,20030712055202,unknown,
Occipital condyle,20161023211627,20070709062922,unknown,
Occupation of Iraq timeline,20100521073539,20030703154025,unknown,
Occupational English Test,20060622070828,20060511110112,unknown,
Occupy Oakland/Archive 1,20140412143401,20111127132238,unknown,
Ochakovo-Matveevskoye District,20160518082455,20110807051619,unknown,
Ochakovo-Matveyevskoe District,20170131161042,20160516114125,unknown,
Octant (disambiguation),20120617054124,20081127064700,unknown,
October 2005 in science,20051004234348,20050901225852,unknown,
Océans,20110811082222,20100808232007,unknown,
Odd Georg Sagør,20080313113748,20060922200257,unknown,
Oddities (disambiguation),20110120220738,20110104035506,unknown,
Ode to Deodorant/Brothers + Sisters,20090408222700,20060809191211,unknown,
"Odell Residence Hall, Lewis & Clark College",20060430020930,20060115031207,unknown,
Odeon Theatre (Bucharest),20060520012522,20060304231638,unknown,
Odon of Bayeux,20061204153714,20060126144224,unknown,
Odra-Nysa line,20090912150918,20030226110503,unknown,
Odyssey,20011111042207,20010929200117,great oops,
Oedipus Rex (opera),20060104154755,20041118233654,unknown,
Oeiras (disambiguation),20091019204001,20081127065713,unknown,
Ofer (moshav),20150215165232,20150214104129,unknown,
Off The Record (TSN TV series),20110204192752,20091102220302,unknown,
Off and On (song),20080801172431,20080718234815,unknown,
Offa's Dyke,20020225155115,20020204040034,great oops,
Office (TV Series),20130728000733,20130615141826,unknown,
Office Chérifien des Phosphates,20170313142608,20060601232245,unknown,
Office of National Statistics (Algeria),20130313064117,20080521214400,unknown,
Office of Scientific Investigation and Research,20060926224119,20060410170112,unknown,
Officer of The Salvation Army,20091118233417,20070508034610,unknown,
Official Live Bootleg/The Beard is Out There,20100125022450,20060823152857,unknown,
Offline (film),20120713102903,20120108140311,unknown,
Offtopic,20100415082607,20100414070513,unknown,
Ofir Davidzada,20130607082711,20130530001545,unknown,
Ofudesaki (Tenrikyo),20130405075953,20051220194305,unknown,
Ogham,20040708140225,20031108130658,unknown,
"Ogulin, Slovenia",20120802161109,20100226083129,unknown,
Oh Death Rock Me Asleep,20150131005152,20111021033146,unknown,
Oh Festivus,20060124063244,20051129183230,copyright,Temporarily delete to remove copyrighted content that vandal keeps on sneaking back in content was: '#REDIRECT [[Festivus]]'
"Oh, What a Life (disambiguation)",20140509125217,20140208080855,unknown,
Ohio (Neil Young song),20070223201453,20050911104727,unknown,
Ohio 127th General Assembly,20100521064707,20100209023021,unknown,
Ohio Historical Society,20140523151644,20071013030049,unknown,
Ohio History (journal),20110722050825,20100825220917,unknown,
Ohio State Limited,20121223153331,20060525223030,unknown,
Ohio State Route 118,20071105161619,20061209054437,unknown,
Ohio State Route 571,20071105165219,20061213162459,unknown,
Ohuhu tribe,20110130160210,20100613152628,unknown,
Oi! the boat records,20121010202703,20120110063051,unknown,
Oikumene,20050817205955,20050402234711,unknown,
Oil crash,20090616181511,20050526071939,unknown,
Oiseaux de Djoudj National Park,20070326104837,20060406204151,unknown,
Ojibways of Pic River First Nation,20071223005219,20061008130352,unknown,
Okanagan—Shuswap,20150810020637,20051101215414,unknown,
"Okara District, Pakistan",20111208032126,20071128071749,unknown,
Oklahoma State Highway 10,20060505013718,20060326220038,unknown,
Oklahoma State University – Okmulgee,20060914224528,20060520230231,unknown,
Okoki,20081225030443,20081222071737,unknown,
"Oktyabrskoye, Khanty–Mansi Autonomous Okrug",20120223091255,20120209130045,unknown,
"Oktyabrsky District, Khanty-Mansi",20120223091643,20110807051713,unknown,
Olaf Janssen,20080220010118,20070909022136,unknown,
Olaf Swantee,20120116180642,20111027001713,unknown,
Olaf Thommesen,20060720234540,20060520215853,unknown,
Olai Johan Olsen,20080307084703,20060922200742,unknown,
Olara Otunnu,20090121022347,20060816231923,unknown,
"Olav Kerr, Baron Kerr of Kinlochard",20080621054839,20080414230137,unknown,
Olav Totland,20080930202149,20060816232016,unknown,
Olay,20050813015520,20050621194238,unknown,
Old Colony Council,20070221193550,20060128071803,unknown,
Old Constitution House,20070405191745,20070306185118,unknown,
Old English literature,20011015210433,20011014205909,great oops,
Old Enough to Rock and Roll,20130620052541,20100311043229,unknown,
Old German Baptist Brethren (New Conference),20101023065508,20101008191636,unknown,
Old Glory (film),20070711184519,20060125150114,unknown,
"Old Government Buildings, Wellington",20080611101431,20080515203918,unknown,
Old Government House,20081213122640,20080909042039,unknown,
Old Grafton railway station,20130130052029,20110201033230,unknown,
Old Great Bulgaria,20120807102136,20051208215736,unknown,
Old Guangxi clique,20061207213235,20061023031144,unknown,
Old Irish,20050202192642,20030808010537,unknown,
Old Ironsides (album),20070526063052,20070518204439,unknown,
Old Lakeland High School,20071223045839,20061003140150,unknown,
Old Mission State Park,20080331032410,20080124060229,unknown,
Old Money (The Simpsons episode),20070831102622,20060512111529,unknown,
Old World quail,20110810174443,20060214041152,unknown,
Old car,20080625004000,20080611043225,unknown,
Olea europaea subsp. cuspidata,20070313002650,20070310214843,unknown,
Oleg Riabokon,20091118182145,20091106200621,unknown,
Oleg Stepanov (judoka),20140819212818,20060816232801,unknown,
Oleksandr Gorshkovozov,20140826132323,20120926210448,unknown,
Oleksandr Yakymenko,20140220155115,20091121015946,unknown,
Olesya Krasnomovets,20080426164410,20060816233151,unknown,
Olga de Hartmann,20070807232508,20070422171449,unknown,
Olia Tira,20100315151302,20100313135835,copyright,[[WP:CSD#G12|G12]]: Unambiguous [[WP:C|copyright infringement]] of http://www.myspace.com/oliatira
Olive peacock spot,20131220040030,20131205094440,unknown,
Oliveira de Azeméis Municipality,20140709193237,20061214170247,unknown,
Olivença,20050210013723,20030827155404,unknown,
Oliver (disambiguation),20150719072007,20081127075909,unknown,
Oliver Ernest Goonetilleke,20060121211812,20051030171413,copyright,copyvio - listed on WP:CP for more than 7 days
Oliver Kamm/Archive 1,20121207121826,20071215030115,unknown,
Oliver Kamm/Archive 2,20121207121727,20071216003632,unknown,
Oliver Lancashire,20160529131022,20080914153750,unknown,
Oliver Sykes,20120508195214,20070818061525,unknown,
Oliver Valentine,20110614144128,20100304063335,unknown,
Olivia Holt,20110624191429,20110615171806,unknown,
"Oljato, Arizona",20071203164024,20060902070531,unknown,
Ollie sloan,20100911034747,20090412145826,unknown,
Olo Brown,20060704044646,20060623114710,unknown,
Olubadan,20070729003644,20070619075257,unknown,
Olympeion,20040130101204,20011109223834,unknown,
Olympia (disambiguation),20061006093003,20040904013505,unknown,
Olympia F.C.,20161007145051,20151019120302,unknown,
Olympia Press,20050427220422,20040913183830,unknown,
Olympia Trails,20071021031402,20070203084528,unknown,
Olympia-Einkaufszentrum (shopping mall),20160725143027,20150312145508,unknown,
Olympias of Epirus,20071206180850,20070604224015,unknown,
Olympic Green Convention Centre,20080815225459,20061031040827,unknown,
Olympic Stadium (ŞanlıUrfa),20100201151809,20090802235730,unknown,
Olympic boycotts,20100703175731,20080819021946,unknown,
Olympique Marseille and Paris Saint-Germain football rivalry,20090923235022,20090331202052,unknown,
Om-Dar-Ba-Dar,20150721092610,20090116123610,unknown,
Omaha Benson High School,20070820004019,20070515163730,unknown,
Omaha Botanical Gardens,20120509191229,20070501032836,unknown,
Omar Suleiman (imam),20170302132941,20161127075348,unknown,
Omega (Alyson Avenue Album),20120312015736,20120310061401,unknown,
Omega Directive,20060323040915,20060219220321,unknown,
Omer Hussain,20061024091649,20061021110931,unknown,
Omiai,20090509060320,20050702083546,unknown,
Omladinski Stadium,20161121214618,20070829004935,unknown,
Omni Consumer Products (RoboCop),20090802061753,20061117232802,unknown,
Omnitrix and Ultimatrix,20110803191322,20100830164825,unknown,
Omron,20050320025554,20050226055542,unknown,
On Being the Right Size,20041120045114,20041104174932,unknown,
On Chesil Beach,20070505174309,20070207141413,unknown,
On My Way to Church,20061230232601,20061217095831,unknown,
On a Day Like Today (Bryan Adams song),20081105155608,20070630033935,unknown,
On a Good Day (album),20130412115133,20110714095706,unknown,
On a Night Like This (Bob Dylan song),20110725164323,20090531013252,unknown,
On and On (disambiguation),20091228211422,20081127082002,unknown,
On garden leave,20060804145650,20060711023656,unknown,
On the Ride,20070516041927,20060809031516,unknown,
On the Ride Concert,20090311010235,20071021170309,unknown,
On-line tutoring,20090822015708,20081101104737,unknown,
Onara (song),20061007010530,20060814042426,unknown,
Onaway (RTA Rapid Transit station),20070623231933,20070507040017,unknown,
Once (Nightwish album),20040612203707,20040520031511,unknown,
